자전거번호,등록일시,등록일시2,고장구분,총이용시간,총이용거리
SPB-33882,2021-06-02,2021-10-19,타이어 ,5714.0,758881.7799999999
SPB-34233,2021-06-02,2021-06-07,체인,2.0,88.17
SPB-35783,2021-06-02,2021-07-05,타이어 ,1097.0,73889.48000000001
SPB-32850,2021-06-02,2021-06-05,안장,43.0,6864.969999999999
SPB-30563,2021-06-02,2021-06-04,기타 ,174.0,22727.270000000004
SPB-30994,2021-06-02,2021-06-17,안장,606.0,78569.52
SPB-30516,2021-06-02,2021-06-05,체인,177.0,16594.0
SPB-34572,2021-06-02,2021-09-08,타이어 ,8544.0,1123787.7000000002
SPB-34572,2021-06-02,2021-09-08,타이어 ,8544.0,1123787.7000000002
SPB-52133,2021-06-02,2021-06-09,타이어 ,152.0,16745.620000000003
SPB-40373,2021-06-02,2021-06-08,안장,10.0,998.74
SPB-34190,2021-06-02,2021-06-08,안장,559.0,61545.12
SPB-48569,2021-06-02,2021-09-16,페달,540.0,72800.0
SPB-38907,2021-06-02,2021-06-11,안장,817.0,102262.92
SPB-37616,2021-06-02,2021-10-07,기타 ,281.0,23736.69
SPB-48214,2021-06-02,2021-09-04,기타 ,5318.0,623470.0
SPB-33921,2021-06-02,2021-06-07,체인,807.0,76124.16
SPB-41652,2021-06-02,2021-09-17,단말기,2294.0,295535.62
SPB-41652,2021-06-02,2021-09-17,단말기,2294.0,295535.62
SPB-35665,2021-06-02,2021-12-10,체인,789.0,71600.70999999999
SPB-53077,2021-06-02,2021-06-16,체인,2274.0,302193.73
SPB-34277,2021-06-02,2021-06-14,체인,59.0,8339.550000000001
SPB-50303,2021-06-02,2021-08-02,기타 ,10690.0,1452566.39
SPB-52667,2021-06-02,2021-06-04,타이어 ,393.0,46878.36
SPB-52667,2021-06-02,2021-06-04,타이어 ,393.0,46878.36
SPB-44813,2021-06-02,2021-06-06,체인,436.0,59719.8
SPB-32742,2021-06-02,2021-06-05,체인,5.0,678.94
SPB-30323,2021-06-02,2021-06-08,안장,907.0,109085.77
SPB-34153,2021-06-02,2021-07-01,페달,2385.0,323726.95
SPB-52587,2021-06-02,2021-06-08,안장,274.0,20520.18
SPB-36122,2021-06-02,2021-10-17,체인,3863.0,464079.63
SPB-47129,2021-06-02,2021-06-11,안장,159.0,20340.0
SPB-32409,2021-06-02,2021-06-09,페달,201.0,5525.55
SPB-46194,2021-06-02,2021-08-30,기타 ,8005.0,974490.0
SPB-46554,2021-06-02,2021-06-05,체인,46.0,8390.0
SPB-31831,2021-06-02,2021-07-31,타이어 ,6956.0,926994.4
SPB-31831,2021-06-02,2021-07-31,타이어 ,6956.0,926994.4
SPB-34005,2021-06-02,2021-07-01,기타 ,4044.0,479999.27
SPB-55499,2021-06-02,2021-06-17,기타 ,242.0,34570.0
SPB-34792,2021-06-02,2021-10-18,타이어 ,344.0,51295.030000000006
SPB-34792,2021-06-02,2021-10-18,타이어 ,344.0,51295.030000000006
SPB-38351,2021-06-02,2021-10-02,타이어 ,552.0,36109.77
SPB-47275,2021-06-02,2021-06-14,기타 ,311.0,34310.0
SPB-52158,2021-06-02,2021-08-16,안장,1592.0,240658.77
SPB-30780,2021-06-02,2021-06-18,기타 ,1481.0,152061.13
SPB-30780,2021-06-02,2021-06-18,기타 ,1481.0,152061.13
SPB-40386,2021-06-02,2021-10-07,기타 ,462.0,73209.35999999999
SPB-36365,2021-06-02,2021-07-04,체인,2698.0,318470.95000000007
SPB-32135,2021-06-02,2021-07-16,체인,1979.0,219099.7
SPB-32135,2021-06-02,2021-07-23,페달,728.0,98182.74
SPB-37724,2021-06-02,2021-07-06,체인,1515.0,165740.78
SPB-41285,2021-06-03,2021-06-04,타이어 ,6.0,0.8
SPB-51669,2021-06-03,2021-06-20,기타 ,732.0,83436.86000000002
SPB-36411,2021-06-03,2021-06-11,체인,1030.0,107802.48
SPB-39496,2021-06-03,2021-07-15,타이어 ,2011.0,255633.73
SPB-52663,2021-06-03,2021-09-27,기타 ,7272.0,18830.0
SPB-52663,2021-06-03,2021-09-27,기타 ,7272.0,18830.0
SPB-47321,2021-06-03,2021-12-17,기타 ,4244.0,453620.0
SPB-36759,2021-06-03,2021-07-31,타이어 ,2361.0,302345.78
SPB-36759,2021-06-03,2021-07-31,타이어 ,2361.0,302345.78
SPB-32921,2021-06-03,2021-12-01,체인,8567.0,977677.15
SPB-32921,2021-06-03,2021-12-01,체인,8567.0,977677.15
SPB-32921,2021-06-03,2021-12-01,페달,8567.0,977677.15
SPB-32921,2021-06-03,2021-12-01,페달,8567.0,977677.15
SPB-32497,2021-06-03,2021-06-05,페달,157.0,18491.2
SPB-30356,2021-06-03,2021-07-28,안장,5869.0,764913.42
SPB-55817,2021-06-03,2021-08-24,기타 ,17199.0,2199560.0
SPB-42636,2021-06-03,2021-07-19,기타 ,2573.0,279559.11000000004
SPB-54337,2021-06-03,2021-07-28,타이어 ,10458.0,1232400.0
SPB-30786,2021-06-03,2021-06-05,안장,55.0,7924.360000000001
SPB-46679,2021-06-03,2021-06-06,안장,514.0,76600.0
SPB-46598,2021-06-03,2021-06-16,기타 ,2449.0,370300.0
SPB-46598,2021-06-03,2021-06-16,기타 ,2449.0,370300.0
SPB-41821,2021-06-03,2021-11-27,타이어 ,13615.0,1557949.9699999995
SPB-34452,2021-06-03,2021-06-16,체인,607.0,71908.98000000001
SPB-31932,2021-06-03,2021-07-19,체인,4831.0,562899.0
SPB-31932,2021-06-03,2021-07-19,체인,4831.0,562899.0
SPB-30232,2021-06-03,2021-06-04,체인,308.0,31381.689999999995
SPB-37964,2021-06-03,2021-08-26,기타 ,327.0,46552.01
SPB-41458,2021-06-03,2021-07-02,타이어 ,618.0,84786.29000000002
SPB-41436,2021-06-03,2021-09-01,단말기,796.0,79689.26
SPB-41436,2021-06-03,2021-09-01,단말기,796.0,79689.26
SPB-34160,2021-06-03,2021-11-15,체인,15715.0,1845098.96
SPB-39447,2021-06-03,2021-06-18,안장,1165.0,135401.84999999998
SPB-39447,2021-06-03,2021-06-18,안장,1165.0,135401.84999999998
SPB-34652,2021-06-03,2021-07-02,안장,762.0,90403.66
SPB-31560,2021-06-03,2021-09-23,체인,3520.0,412629.93000000005
SPB-31560,2021-06-03,2021-09-23,체인,3520.0,412629.93000000005
SPB-31883,2021-06-03,2021-07-07,안장,2411.0,299829.01000000007
SPB-35023,2021-06-03,2021-06-23,안장,723.0,77110.44
SPB-44466,2021-06-03,2021-10-14,안장,2748.0,324202.16000000003
SPB-42565,2021-06-03,2021-11-15,안장,4048.0,492328.04
SPB-32057,2021-06-03,2021-08-06,체인,6522.0,829630.21
SPB-32766,2021-06-03,2021-09-12,체인,17556.0,2121142.59
SPB-31918,2021-06-03,2021-06-11,타이어 ,403.0,42527.56
SPB-31918,2021-06-03,2021-06-11,타이어 ,403.0,42527.56
SPB-31486,2021-06-03,2021-06-15,안장,2040.0,236780.03
SPB-46407,2021-06-03,2021-06-04,체인,92.0,11850.0
SPB-34913,2021-06-03,2021-09-05,타이어 ,443.0,20882.090000000004
SPB-55776,2021-06-03,2021-07-31,타이어 ,9332.0,991950.0
SPB-30626,2021-06-03,2021-06-29,체인,4109.0,567843.04
SPB-30626,2021-06-03,2021-06-29,페달,4109.0,567843.04
SPB-47516,2021-06-03,2021-08-24,타이어 ,253.0,36040.0
SPB-52501,2021-06-03,2021-07-27,기타 ,93.0,12760.13
SPB-51704,2021-06-03,2021-08-07,타이어 ,2664.0,334333.96
SPB-41526,2021-06-03,2021-10-19,단말기,368.0,34925.74999999999
SPB-48369,2021-06-04,2021-10-31,타이어 ,3186.0,428250.0
SPB-36907,2021-06-04,2021-11-18,체인,5264.0,487160.48
SPB-38824,2021-06-04,2021-08-09,기타 ,4029.0,488499.23
SPB-32072,2021-06-04,2021-06-11,타이어 ,392.0,73305.68
SPB-50523,2021-06-04,2021-06-17,안장,2456.0,310004.45
SPB-36385,2021-06-04,2021-06-14,체인,1348.0,187789.64
SPB-38967,2021-06-04,2021-07-29,안장,544.0,59777.64
SPB-38967,2021-06-04,2021-07-29,안장,544.0,59777.64
SPB-52126,2021-06-04,2021-08-20,기타 ,15500.0,1922075.46
SPB-54345,2021-06-04,2021-09-15,안장,7350.0,202300.55
SPB-33212,2021-06-04,2021-07-31,기타 ,8405.0,1042754.74
SPB-33995,2021-06-04,2021-07-03,기타 ,3787.0,381042.03
SPB-51544,2021-06-04,2021-07-23,기타 ,10014.0,1136068.54
SPB-51544,2021-06-04,2021-07-23,기타 ,10014.0,1136068.54
SPB-52237,2021-06-04,2021-07-01,타이어 ,402.0,54014.00000000001
SPB-51077,2021-06-04,2021-06-22,체인,3443.0,447391.02
SPB-51077,2021-06-04,2021-06-22,체인,3443.0,447391.02
SPB-35549,2021-06-04,2021-06-11,체인,448.0,60358.29
SPB-35549,2021-06-04,2021-06-11,체인,448.0,60358.29
SPB-38926,2021-06-04,2021-06-18,안장,143.0,21224.37
SPB-35363,2021-06-04,2021-07-28,안장,634.0,93852.72000000002
SPB-38967,2021-06-04,2021-06-15,체인,407.0,38685.48
SPB-38967,2021-06-04,2021-06-15,체인,407.0,38685.48
SPB-36065,2021-06-04,2021-08-16,체인,3782.0,424648.82
SPB-36065,2021-06-04,2021-08-16,체인,3782.0,424648.82
SPB-47769,2021-06-04,2021-08-04,체인,420.0,52180.0
SPB-39007,2021-06-04,2021-08-28,기타 ,906.0,118416.54
SPB-32046,2021-06-04,2021-07-08,체인,66.0,13169.4
SPB-47092,2021-06-04,2021-06-25,체인,991.0,93940.0
SPB-39950,2021-06-04,2021-08-08,타이어 ,2971.0,341168.81
SPB-39950,2021-06-04,2021-07-02,기타 ,4026.0,448254.52
SPB-53289,2021-06-04,2021-10-26,기타 ,2312.0,262900.0
SPB-40645,2021-06-04,2021-09-26,체인,3411.0,349240.03
SPB-45259,2021-06-04,2021-09-30,안장,5140.0,568190.0
SPB-44765,2021-06-04,2021-07-04,안장,996.0,101649.4
SPB-37894,2021-06-04,2021-08-16,기타 ,7118.0,782329.21
SPB-37840,2021-06-04,2021-07-07,체인,1512.0,185040.18
SPB-37840,2021-06-04,2021-09-27,페달,4883.0,615544.4
SPB-45072,2021-06-04,2021-08-18,안장,2054.0,167130.0
SPB-46262,2021-06-04,2021-06-07,기타 ,268.0,24960.0
SPB-47257,2021-06-04,2021-07-05,기타 ,263.0,60.0
SPB-42019,2021-06-04,2021-08-30,안장,2530.0,290148.36
SPB-39740,2021-06-04,2021-06-21,기타 ,92.0,9567.36
SPB-44621,2021-06-04,2021-08-06,기타 ,4189.0,480006.55
SPB-31919,2021-06-04,2021-10-24,체인,1435.0,196127.68
SPB-51269,2021-06-04,2021-09-28,기타 ,14279.0,1471653.5
SPB-43296,2021-06-04,2021-10-28,안장,780.0,67264.69
SPB-43296,2021-06-04,2021-08-09,페달,152.0,9813.87
SPB-52128,2021-06-04,2021-09-04,기타 ,4152.0,453708.07
SPB-52704,2021-06-04,2021-08-18,타이어 ,15139.0,1805761.77
SPB-55499,2021-06-04,2021-06-15,체인,1723.0,216000.0
SPB-40868,2021-06-04,2021-09-15,안장,3416.0,450167.72
SPB-41479,2021-06-04,2021-07-25,안장,1034.0,139543.47999999998
SPB-31162,2021-06-04,2021-10-06,체인,92.0,14777.5
SPB-51246,2021-06-04,2021-09-13,기타 ,6188.0,29790.94
SPB-51450,2021-06-04,2021-09-06,기타 ,15203.0,1513754.37
SPB-40830,2021-06-04,2021-06-06,체인,308.0,34915.09
SPB-41780,2021-06-04,2021-06-26,기타 ,312.0,37539.9
SPB-45556,2021-06-04,2021-10-22,기타 ,7658.0,890550.0
SPB-44995,2021-06-04,2021-07-10,단말기,1382.0,171033.02
SPB-44995,2021-06-04,2021-07-10,단말기,1382.0,171033.02
SPB-40860,2021-06-04,2021-10-27,기타 ,731.0,85029.12
SPB-31165,2021-06-04,2021-09-25,기타 ,5906.0,870369.6500000001
SPB-41730,2021-06-04,2021-07-12,타이어 ,2353.0,312901.94
SPB-30476,2021-06-04,2021-09-15,체인,3993.0,442620.26
SPB-46564,2021-06-04,2021-06-09,페달,711.0,81330.0
SPB-46564,2021-06-04,2021-08-12,기타 ,260.0,11190.0
SPB-43574,2021-06-04,2021-10-22,안장,4348.0,535314.99
SPB-55313,2021-06-04,2021-11-21,기타 ,426.0,48860.0
SPB-39547,2021-06-04,2021-07-07,안장,818.0,101671.14
SPB-39547,2021-06-04,2021-07-30,페달,396.0,50638.66
SPB-32960,2021-06-04,2021-06-05,페달,17.0,2898.24
SPB-53839,2021-06-04,2021-06-15,기타 ,780.0,114512.47999999998
SPB-35416,2021-06-04,2021-09-13,체인,727.0,79370.18999999999
SPB-32098,2021-06-04,2021-06-06,체인,522.0,81290.59
SPB-32098,2021-06-04,2021-06-06,체인,522.0,81290.59
SPB-38508,2021-06-04,2021-07-16,안장,908.0,106121.61
SPB-45396,2021-06-04,2021-06-28,타이어 ,1490.0,174040.0
SPB-52032,2021-06-04,2021-08-20,타이어 ,5216.0,624464.78
SPB-53577,2021-06-04,2021-06-16,기타 ,2313.0,267481.13
SPB-41552,2021-06-04,2021-06-27,체인,2520.0,337492.58
SPB-41552,2021-06-04,2021-07-05,페달,481.0,71957.63
SPB-54021,2021-06-04,2021-09-09,단말기,7589.0,1005261.79
SPB-47337,2021-06-04,2021-06-24,안장,2522.0,291800.0
SPB-43929,2021-06-04,2021-06-29,단말기,332.0,36475.76
SPB-54878,2021-06-04,2021-08-25,기타 ,7696.0,921380.0
SPB-54878,2021-06-04,2021-08-25,기타 ,7696.0,921380.0
SPB-40884,2021-06-04,2021-09-08,기타 ,5770.0,773435.94
SPB-40884,2021-06-04,2021-09-08,기타 ,5770.0,773435.94
SPB-32219,2021-06-04,2021-10-23,체인,774.0,99099.2
SPB-32219,2021-06-04,2021-06-29,안장,373.0,44895.45
SPB-42531,2021-06-04,2021-07-12,페달,170.0,20297.19
SPB-42574,2021-06-04,2021-08-20,체인,4421.0,495480.54
SPB-42574,2021-06-04,2021-08-20,체인,4421.0,495480.54
SPB-50607,2021-06-04,2021-06-10,안장,311.0,55204.560000000005
SPB-50607,2021-06-04,2021-06-10,안장,311.0,55204.560000000005
SPB-43795,2021-06-04,2021-09-16,안장,5591.0,659520.73
SPB-54824,2021-06-04,2021-07-06,기타 ,8618.0,1053630.0
SPB-38845,2021-06-04,2021-06-14,체인,570.0,72403.77
SPB-38845,2021-06-04,2021-06-14,체인,570.0,72403.77
SPB-52503,2021-06-04,2021-06-09,타이어 ,1446.0,161014.91
SPB-52503,2021-06-04,2021-06-09,타이어 ,1446.0,161014.91
SPB-31792,2021-06-04,2021-07-06,체인,926.0,113179.5
SPB-32024,2021-06-04,2021-06-06,체인,417.0,58824.65
SPB-53587,2021-06-04,2021-09-17,안장,768.0,118530.0
SPB-51551,2021-06-04,2021-07-10,안장,3944.0,515182.77
SPB-32495,2021-06-04,2021-06-08,페달,530.0,62769.68000000001
SPB-32495,2021-06-04,2021-06-08,페달,530.0,62769.68000000001
SPB-45698,2021-06-04,2021-10-20,기타 ,5166.0,542640.0
SPB-40146,2021-06-04,2021-06-08,안장,328.0,43887.69
SPB-46738,2021-06-04,2021-07-03,기타 ,960.0,123090.0
SPB-45194,2021-06-04,2021-06-07,기타 ,318.0,38470.0
SPB-32185,2021-06-04,2021-06-25,안장,2699.0,380552.6
SPB-31707,2021-06-04,2021-08-02,체인,5532.0,689656.03
SPB-37199,2021-06-04,2021-10-14,기타 ,13135.0,1609761.9299999997
SPB-55351,2021-06-04,2021-07-26,기타 ,3016.0,377760.0
SPB-52403,2021-06-04,2021-06-08,체인,592.0,74302.03
SPB-41631,2021-06-04,2021-07-07,기타 ,4307.0,508681.57000000007
SPB-41631,2021-06-04,2021-07-07,기타 ,4307.0,508681.57000000007
SPB-42375,2021-06-04,2021-07-03,페달,511.0,43320.79
SPB-43053,2021-06-04,2021-10-03,안장,6390.0,844998.27
SPB-43053,2021-06-04,2021-10-03,안장,6390.0,844998.27
SPB-47675,2021-06-04,2021-07-29,안장,1078.0,176790.0
SPB-43612,2021-06-04,2021-08-17,체인,2574.0,285967.91000000003
SPB-47423,2021-06-04,2021-06-24,안장,429.0,26700.0
SPB-30810,2021-06-04,2021-08-11,기타 ,7162.0,945543.12
SPB-30539,2021-06-04,2021-06-11,체인,1889.0,254335.58
SPB-40945,2021-06-04,2021-07-25,단말기,2617.0,293232.6
SPB-46407,2021-06-04,2021-06-08,체인,177.0,30440.0
SPB-31626,2021-06-04,2021-06-07,타이어 ,88.0,6843.599999999999
SPB-31626,2021-06-04,2021-06-07,타이어 ,88.0,6843.599999999999
SPB-34941,2021-06-04,2021-07-30,기타 ,2160.0,220872.53
SPB-46386,2021-06-04,2021-08-18,기타 ,2994.0,398680.0
SPB-37597,2021-06-04,2021-08-22,안장,4599.0,565619.64
SPB-54089,2021-06-04,2021-10-11,체인,12023.0,1508481.78
SPB-54089,2021-06-04,2021-10-11,체인,12023.0,1508481.78
SPB-54089,2021-06-04,2021-06-05,페달,397.0,51140.14
SPB-54089,2021-06-04,2021-06-05,페달,397.0,51140.14
SPB-47235,2021-06-04,2021-06-23,안장,754.0,99770.0
SPB-53295,2021-06-04,2021-12-05,기타 ,1817.0,208420.0
SPB-35778,2021-06-04,2021-08-22,체인,6166.0,736436.26
SPB-35778,2021-06-04,2021-08-22,체인,6166.0,736436.26
SPB-52667,2021-06-04,2021-06-09,타이어 ,361.0,51088.91
SPB-52667,2021-06-04,2021-06-09,타이어 ,361.0,51088.91
SPB-30894,2021-06-04,2021-06-12,기타 ,1237.0,159323.40999999997
SPB-34820,2021-06-04,2021-08-13,체인,7.0,1067.14
SPB-34820,2021-06-04,2021-08-13,체인,7.0,1067.14
SPB-39405,2021-06-04,2021-08-09,안장,2097.0,222867.32000000004
SPB-42892,2021-06-04,2021-08-24,안장,2577.0,252226.43
SPB-30305,2021-06-04,2021-06-11,안장,908.0,117171.87
SPB-30890,2021-06-04,2021-06-11,체인,721.0,88124.72000000002
SPB-30890,2021-06-04,2021-06-11,체인,721.0,88124.72000000002
SPB-30670,2021-06-04,2021-06-08,기타 ,719.0,117033.86000000002
SPB-32485,2021-06-04,2021-06-19,단말기,1765.0,232755.89
SPB-33925,2021-06-04,2021-11-02,타이어 ,1775.0,215303.33
SPB-32120,2021-06-04,2021-06-06,페달,120.0,24406.1
SPB-30868,2021-06-04,2021-06-09,안장,281.0,39489.41
SPB-38800,2021-06-04,2021-08-20,타이어 ,3309.0,449472.52
SPB-47375,2021-06-04,2021-07-14,안장,2880.0,403970.0
SPB-54204,2021-06-04,2021-11-04,단말기,1587.0,193700.0
SPB-51312,2021-06-04,2021-08-11,기타 ,14849.0,1802993.7
SPB-51312,2021-06-04,2021-08-11,기타 ,14849.0,1802993.7
SPB-51773,2021-06-04,2021-12-12,안장,315.0,39630.0
SPB-34621,2021-06-04,2021-09-23,페달,9041.0,1115174.56
SPB-30563,2021-06-04,2021-07-13,기타 ,3987.0,445280.77
SPB-53059,2021-06-04,2021-07-06,기타 ,4516.0,680137.92
SPB-53938,2021-06-04,2021-12-15,체인,21792.0,2714132.31
SPB-40307,2021-06-04,2021-10-26,기타 ,1472.0,191155.89
SPB-40307,2021-06-04,2021-10-26,기타 ,1472.0,191155.89
SPB-54317,2021-06-04,2021-10-19,타이어 ,1837.0,210210.0
SPB-32076,2021-06-04,2021-06-21,안장,2320.0,284835.3900000001
SPB-37879,2021-06-04,2021-06-22,타이어 ,1064.0,108822.04
SPB-33805,2021-06-04,2021-06-11,체인,545.0,65025.74999999999
SPB-32067,2021-06-04,2021-06-17,체인,818.0,137394.99
SPB-47118,2021-06-04,2021-06-10,체인,162.0,15750.0
SPB-47118,2021-06-04,2021-06-10,체인,162.0,15750.0
SPB-47118,2021-06-04,2021-07-28,기타 ,51.0,6520.0
SPB-47118,2021-06-04,2021-07-28,기타 ,51.0,6520.0
SPB-30232,2021-06-04,2021-07-22,체인,4070.0,460966.92
SPB-30347,2021-06-04,2021-08-28,체인,10566.0,1435702.86
SPB-30347,2021-06-04,2021-09-21,페달,146.0,17448.69
SPB-37804,2021-06-04,2021-10-24,안장,6844.0,867830.16
SPB-34657,2021-06-04,2021-06-12,체인,588.0,77271.72999999998
SPB-34191,2021-06-04,2021-07-23,체인,8284.0,1004718.88
SPB-40540,2021-06-04,2021-07-13,페달,1295.0,162688.8
SPB-51779,2021-06-04,2021-09-09,기타 ,17796.0,2155601.9
SPB-51779,2021-06-04,2021-09-09,기타 ,17796.0,2155601.9
SPB-51446,2021-06-04,2021-06-23,타이어 ,374.0,29308.51
SPB-36820,2021-06-04,2021-06-08,기타 ,313.0,38899.05
SPB-52710,2021-06-04,2021-06-06,기타 ,537.0,60507.86
SPB-55584,2021-06-04,2021-06-07,체인,547.0,50810.0
SPB-50988,2021-06-04,2021-07-10,체인,2548.0,290890.08
SPB-50622,2021-06-04,2021-12-06,안장,26783.0,1327386.37
SPB-50622,2021-06-04,2021-12-06,안장,26783.0,1327386.37
SPB-42932,2021-06-04,2021-06-24,안장,291.0,47509.62
SPB-36624,2021-06-04,2021-08-24,타이어 ,6388.0,753503.24
SPB-39165,2021-06-04,2021-11-17,안장,12020.0,1397200.7400000002
SPB-36765,2021-06-04,2021-06-15,체인,108.0,15915.7
SPB-53190,2021-06-05,2021-06-08,기타 ,432.0,61290.14
SPB-53190,2021-06-05,2021-06-08,기타 ,432.0,61290.14
SPB-32406,2021-06-05,2021-07-25,체인,7522.0,1015171.57
SPB-32274,2021-06-05,2021-06-07,체인,406.0,55034.560000000005
SPB-32274,2021-06-05,2021-06-07,체인,406.0,55034.560000000005
SPB-32274,2021-06-05,2021-06-16,페달,239.0,29441.33
SPB-32274,2021-06-05,2021-06-16,페달,239.0,29441.33
SPB-54089,2021-06-05,2021-10-13,페달,112.0,17550.0
SPB-54089,2021-06-05,2021-10-13,페달,112.0,17550.0
SPB-54089,2021-06-05,2021-07-10,기타 ,4935.0,626560.1399999999
SPB-54089,2021-06-05,2021-07-10,기타 ,4935.0,626560.1399999999
SPB-39054,2021-06-05,2021-12-21,기타 ,6050.0,605708.61
SPB-39054,2021-06-05,2021-12-21,기타 ,6050.0,605708.61
SPB-44253,2021-06-05,2021-08-04,타이어 ,3134.0,384644.71
SPB-30786,2021-06-05,2021-06-07,안장,120.0,5184.89
SPB-51371,2021-06-05,2021-11-29,기타 ,5871.0,605110.0
SPB-46995,2021-06-05,2021-07-01,기타 ,674.0,83480.0
SPB-46995,2021-06-05,2021-07-01,기타 ,674.0,83480.0
SPB-34785,2021-06-05,2021-06-16,타이어 ,119.0,11183.85
SPB-52081,2021-06-05,2021-06-15,타이어 ,1145.0,152630.91
SPB-42840,2021-06-05,2021-06-09,체인,261.0,25664.640000000003
SPB-32458,2021-06-05,2021-06-23,기타 ,1376.0,194744.68
SPB-38607,2021-06-05,2021-07-04,안장,2511.0,315193.28
SPB-38607,2021-06-05,2021-07-04,안장,2511.0,315193.28
SPB-50870,2021-06-05,2021-07-27,기타 ,9459.0,1279091.4699999995
SPB-36654,2021-06-05,2021-09-19,체인,2636.0,267016.78
SPB-32742,2021-06-05,2021-06-11,체인,847.0,134302.86000000002
SPB-37672,2021-06-05,2021-06-13,기타 ,999.0,129366.71
SPB-42327,2021-06-05,2021-06-07,기타 ,586.0,39979.32
SPB-33296,2021-06-05,2021-06-11,체인,232.0,34809.08
SPB-33296,2021-06-05,2021-06-11,체인,232.0,34809.08
SPB-31880,2021-06-05,2021-09-12,기타 ,8171.0,1025218.89
SPB-55817,2021-06-05,2021-11-03,타이어 ,14695.0,1693340.0
SPB-32251,2021-06-05,2021-06-21,체인,1250.0,193421.54
SPB-31846,2021-06-05,2021-09-25,체인,2638.0,358097.05
SPB-34258,2021-06-05,2021-07-01,체인,4021.0,436796.11
SPB-34258,2021-06-05,2021-07-01,체인,4021.0,436796.11
SPB-46554,2021-06-05,2021-07-14,체인,9710.0,1124510.0
SPB-44690,2021-06-05,2021-06-08,타이어 ,176.0,31031.620000000003
SPB-43454,2021-06-05,2021-06-08,안장,231.0,33410.11
SPB-38486,2021-06-05,2021-06-20,체인,336.0,41098.0
SPB-38486,2021-06-05,2021-07-21,페달,239.0,22242.86
SPB-33526,2021-06-05,2021-09-14,안장,12203.0,1395822.89
SPB-44480,2021-06-05,2021-06-10,체인,311.0,33891.54
SPB-55090,2021-06-05,2021-07-07,기타 ,250.0,31360.0
SPB-35737,2021-06-05,2021-12-25,체인,988.0,97236.92
SPB-35122,2021-06-05,2021-06-11,안장,519.0,47376.79999999999
SPB-46357,2021-06-05,2021-06-13,안장,1759.0,233250.0
SPB-46357,2021-06-05,2021-06-13,안장,1759.0,233250.0
SPB-42872,2021-06-05,2021-08-05,체인,5322.0,638665.62
SPB-31862,2021-06-05,2021-06-28,페달,1152.0,118469.69
SPB-51785,2021-06-05,2021-08-11,타이어 ,9703.0,1165816.61
SPB-36450,2021-06-05,2021-07-05,단말기,3448.0,456119.59
SPB-32850,2021-06-05,2021-09-04,안장,5437.0,718002.13
SPB-32373,2021-06-05,2021-08-18,체인,2467.0,313192.54000000004
SPB-36790,2021-06-05,2021-06-12,체인,779.0,103015.46
SPB-41489,2021-06-05,2021-11-18,기타 ,3684.0,434007.69
SPB-41489,2021-06-05,2021-11-18,기타 ,3684.0,434007.69
SPB-38829,2021-06-05,2021-06-20,체인,780.0,105512.2
SPB-38829,2021-06-05,2021-06-20,체인,780.0,105512.2
SPB-47634,2021-06-05,2021-06-09,기타 ,857.0,120810.0
SPB-38912,2021-06-05,2021-06-27,체인,2616.0,228215.03
SPB-45893,2021-06-05,2021-10-11,타이어 ,4369.0,520350.0
SPB-46544,2021-06-05,2021-06-28,기타 ,4283.0,507000.0
SPB-41862,2021-06-05,2021-06-14,기타 ,779.0,87726.81999999999
SPB-36581,2021-06-05,2021-09-12,기타 ,7427.0,920340.53
SPB-36581,2021-06-05,2021-09-12,기타 ,7427.0,920340.53
SPB-42567,2021-06-05,2021-07-13,체인,3283.0,400269.54
SPB-52162,2021-06-05,2021-07-27,기타 ,1456.0,126676.82
SPB-40995,2021-06-05,2021-09-25,타이어 ,521.0,52708.7
