자전거번호,등록일시,등록일시2,고장구분,총이용시간,총이용거리
SPB-35025,2021-05-31,2021-06-07,페달,882.0,106166.4
SPB-53093,2021-05-31,2021-07-16,기타 ,9097.0,1277640.56
SPB-53093,2021-05-31,2021-07-16,기타 ,9097.0,1277640.56
SPB-30680,2021-05-31,2021-06-06,안장,1175.0,107809.69999999998
SPB-44229,2021-05-31,2021-06-26,안장,1465.0,172994.56999999998
SPB-44229,2021-05-31,2021-06-26,안장,1465.0,172994.56999999998
SPB-44824,2021-05-31,2021-09-24,기타 ,2845.0,352290.19999999995
SPB-55993,2021-05-31,2021-08-20,타이어 ,15310.0,1769390.0
SPB-44728,2021-05-31,2021-09-19,기타 ,5875.0,725748.1
SPB-44728,2021-05-31,2021-09-19,기타 ,5875.0,725748.1
SPB-45999,2021-05-31,2021-06-02,체인,25.0,4430.0
SPB-44772,2021-05-31,2021-06-07,안장,1082.0,126829.73
SPB-31184,2021-05-31,2021-06-21,기타 ,4533.0,627064.61
SPB-36450,2021-05-31,2021-09-16,타이어 ,80.0,15719.73
SPB-39285,2021-05-31,2021-07-11,안장,2098.0,247194.94999999995
SPB-42933,2021-05-31,2021-08-30,페달,9219.0,1243424.48
SPB-34111,2021-05-31,2021-06-01,기타 ,6.0,842.61
SPB-34111,2021-05-31,2021-06-01,기타 ,6.0,842.61
SPB-34657,2021-05-31,2021-06-04,체인,90.0,18093.83
SPB-45883,2021-05-31,2021-07-19,타이어 ,4233.0,534810.0
SPB-30121,2021-05-31,2021-06-18,체인,2844.0,395331.97
SPB-30121,2021-05-31,2021-06-18,체인,2844.0,395331.97
SPB-42698,2021-05-31,2021-06-06,안장,425.0,56484.27
SPB-33935,2021-05-31,2021-12-12,체인,812.0,55302.16
SPB-38563,2021-05-31,2021-06-28,타이어 ,389.0,52031.05000000001
SPB-39884,2021-05-31,2021-06-11,기타 ,221.0,33576.13
SPB-46836,2021-05-31,2021-10-16,페달,5370.0,570360.0
SPB-46836,2021-05-31,2021-10-16,기타 ,5370.0,570360.0
SPB-43750,2021-05-31,2021-10-17,체인,1189.0,154281.5
SPB-45604,2021-05-31,2021-07-20,타이어 ,1446.0,82470.0
SPB-52587,2021-05-31,2021-06-01,안장,3.0,253.09
SPB-43508,2021-05-31,2021-06-05,안장,188.0,20239.56
SPB-46856,2021-05-31,2021-12-10,기타 ,2832.0,315750.0
SPB-34214,2021-05-31,2021-07-24,기타 ,7399.0,956663.53
SPB-33362,2021-05-31,2021-06-02,체인,418.0,48295.92000000001
SPB-52107,2021-05-31,2021-09-17,기타 ,23336.0,3093535.14
SPB-38274,2021-05-31,2021-07-16,타이어 ,4857.0,752721.2
SPB-36459,2021-05-31,2021-09-11,체인,6795.0,809827.24
SPB-36459,2021-05-31,2021-11-03,페달,634.0,69680.15
SPB-43515,2021-05-31,2021-06-02,안장,13.0,1499.51
SPB-34440,2021-05-31,2021-06-10,페달,168.0,24011.1
SPB-37724,2021-05-31,2021-06-02,체인,331.0,40929.630000000005
SPB-39411,2021-05-31,2021-06-12,체인,295.0,31197.56
SPB-37659,2021-05-31,2021-06-07,체인,35.0,4644.06
SPB-34973,2021-05-31,2021-06-10,페달,727.0,99988.27
SPB-42792,2021-05-31,2021-06-19,안장,518.0,77729.49
SPB-32623,2021-05-31,2021-08-29,기타 ,4392.0,564894.96
SPB-44830,2021-05-31,2021-06-17,안장,897.0,130653.59
SPB-41427,2021-05-31,2021-07-17,체인,3545.0,377067.94
SPB-41427,2021-05-31,2021-07-17,기타 ,3545.0,377067.94
SPB-40835,2021-05-31,2021-06-01,안장,42.0,5001.3
SPB-38602,2021-05-31,2021-06-09,기타 ,245.0,33930.34
SPB-50808,2021-05-31,2021-09-13,기타 ,19618.0,2527068.92
SPB-41600,2021-05-31,2021-08-26,안장,1284.0,169688.22
SPB-41600,2021-05-31,2021-08-26,안장,1284.0,169688.22
SPB-34808,2021-05-31,2021-09-23,체인,1469.0,198401.04000000004
SPB-30077,2021-05-31,2021-06-14,체인,1265.0,133575.39
SPB-30077,2021-05-31,2021-06-14,체인,1265.0,133575.39
SPB-34785,2021-05-31,2021-06-16,체인,119.0,11183.85
SPB-34785,2021-05-31,2021-11-29,기타 ,4647.0,574913.94
SPB-43958,2021-05-31,2021-10-03,타이어 ,10623.0,1242731.73
SPB-53874,2021-05-31,2021-06-29,기타 ,4985.0,533648.46
SPB-54571,2021-05-31,2021-11-12,체인,13035.0,1486240.0
SPB-54571,2021-05-31,2021-11-12,체인,13035.0,1486240.0
SPB-39065,2021-05-31,2021-07-01,안장,4016.0,587749.8
SPB-31960,2021-05-31,2021-10-06,체인,8383.0,979601.98
SPB-31960,2021-05-31,2021-06-06,페달,340.0,42532.36
SPB-40458,2021-05-31,2021-09-20,단말기,3991.0,571343.72
SPB-30457,2021-05-31,2021-06-09,체인,1427.0,165787.24
SPB-53078,2021-05-31,2021-12-20,체인,8381.0,978140.0
SPB-53078,2021-05-31,2021-12-20,체인,8381.0,978140.0
SPB-47999,2021-05-31,2021-10-02,기타 ,25973.0,3225550.0
SPB-30594,2021-05-31,2021-06-07,체인,559.0,66352.84
SPB-44655,2021-05-31,2021-06-09,안장,641.0,67829.53
SPB-44655,2021-05-31,2021-06-09,안장,641.0,67829.53
SPB-31560,2021-05-31,2021-06-03,체인,521.0,61711.37
SPB-31560,2021-05-31,2021-06-03,체인,521.0,61711.37
SPB-46083,2021-05-31,2021-09-26,안장,9523.0,1157150.0
SPB-51482,2021-05-31,2021-10-02,타이어 ,3300.0,349460.0
SPB-40873,2021-05-31,2021-06-10,안장,321.0,47961.48
SPB-46609,2021-05-31,2021-09-09,타이어 ,6786.0,788570.0
SPB-32055,2021-05-31,2021-06-01,페달,36.0,2141.67
SPB-47371,2021-05-31,2021-06-13,기타 ,348.0,24160.0
SPB-55219,2021-05-31,2021-10-26,타이어 ,24619.0,3016080.0
SPB-55219,2021-05-31,2021-10-26,타이어 ,24619.0,3016080.0
SPB-37240,2021-05-31,2021-06-08,체인,677.0,72139.86
SPB-51393,2021-05-31,2021-06-06,단말기,792.0,89169.40000000001
SPB-51393,2021-05-31,2021-06-06,단말기,792.0,89169.40000000001
SPB-51393,2021-05-31,2021-10-30,기타 ,2439.0,283410.0
SPB-51393,2021-05-31,2021-10-30,기타 ,2439.0,283410.0
SPB-55401,2021-05-31,2021-10-02,단말기,9102.0,1101150.0
SPB-34489,2021-05-31,2021-06-05,체인,1020.0,150372.99
SPB-33296,2021-05-31,2021-06-05,체인,660.0,92358.38
SPB-33296,2021-05-31,2021-06-05,체인,660.0,92358.38
SPB-32617,2021-05-31,2021-06-08,페달,534.0,73378.14
SPB-32718,2021-05-31,2021-06-09,안장,609.0,61841.62
SPB-34991,2021-05-31,2021-07-01,타이어 ,3188.0,377392.13
SPB-43467,2021-05-31,2021-06-09,체인,882.0,117442.26
SPB-43467,2021-05-31,2021-06-09,체인,882.0,117442.26
SPB-43473,2021-06-01,2021-07-06,체인,921.0,150951.45000000004
SPB-43473,2021-06-01,2021-06-22,안장,3266.0,369202.3
SPB-34076,2021-06-01,2021-06-08,페달,472.0,54005.22
SPB-34650,2021-06-01,2021-07-02,기타 ,2485.0,282935.49
SPB-40106,2021-06-01,2021-06-13,기타 ,1381.0,220387.03
SPB-55573,2021-06-01,2021-07-05,기타 ,2561.0,336010.0
SPB-53291,2021-06-01,2021-07-09,체인,7951.0,898130.5700000001
SPB-53291,2021-06-01,2021-10-01,페달,12189.0,1374777.51
SPB-45265,2021-06-01,2021-06-05,기타 ,533.0,72240.0
SPB-32076,2021-06-01,2021-06-04,안장,329.0,39355.09
SPB-47780,2021-06-01,2021-10-14,체인,16215.0,1974360.0
SPB-30916,2021-06-01,2021-12-28,체인,18086.0,2125638.66
SPB-34574,2021-06-01,2021-10-12,타이어 ,3234.0,289315.17999999993
SPB-35637,2021-06-01,2021-06-09,페달,984.0,83581.81999999999
SPB-36488,2021-06-01,2021-07-01,체인,1729.0,255867.8
SPB-55775,2021-06-01,2021-07-17,타이어 ,8997.0,10.0
SPB-44283,2021-06-01,2021-07-21,안장,3331.0,385937.56
SPB-44283,2021-06-01,2021-07-21,안장,3331.0,385937.56
SPB-40342,2021-06-01,2021-06-22,안장,2554.0,300421.86
SPB-31706,2021-06-01,2021-06-02,체인,125.0,17521.35
SPB-37826,2021-06-01,2021-10-29,페달,677.0,86706.10000000002
SPB-37826,2021-06-01,2021-10-01,기타 ,12231.0,1494748.69
SPB-30520,2021-06-01,2021-06-02,체인,104.0,10739.54
SPB-33083,2021-06-01,2021-06-07,페달,1031.0,157522.11000000004
SPB-30551,2021-06-01,2021-08-09,체인,8773.0,866369.66
SPB-45946,2021-06-01,2021-08-22,안장,4592.0,573420.0
SPB-53215,2021-06-01,2021-06-17,기타 ,2883.0,337578.60000000003
SPB-52991,2021-06-01,2021-06-02,안장,108.0,11163.85
SPB-52991,2021-06-01,2021-06-02,안장,108.0,11163.85
SPB-53204,2021-06-01,2021-06-24,기타 ,4600.0,687247.04
SPB-38453,2021-06-01,2021-06-08,안장,325.0,30253.69
SPB-38453,2021-06-01,2021-07-01,페달,1236.0,158648.54
SPB-38896,2021-06-01,2021-07-20,안장,2179.0,285945.76000000007
SPB-33013,2021-06-01,2021-06-07,체인,621.0,56550.89
SPB-36485,2021-06-01,2021-07-29,기타 ,718.0,72239.11
SPB-33913,2021-06-01,2021-07-17,체인,7199.0,915952.93
SPB-33913,2021-06-01,2021-07-17,체인,7199.0,915952.93
SPB-41879,2021-06-01,2021-11-04,타이어 ,405.0,45850.530000000006
SPB-33238,2021-06-01,2021-07-21,체인,7350.0,938544.96
SPB-31626,2021-06-01,2021-06-04,타이어 ,872.0,77148.62999999999
SPB-31626,2021-06-01,2021-06-04,타이어 ,872.0,77148.62999999999
SPB-52324,2021-06-01,2021-06-02,페달,90.0,11866.91
SPB-31862,2021-06-01,2021-10-12,체인,14024.0,1771649.6900000002
SPB-31862,2021-06-01,2021-06-05,페달,149.0,13824.920000000002
SPB-32769,2021-06-01,2021-07-13,체인,2434.0,292971.89
SPB-46225,2021-06-01,2021-09-16,타이어 ,5576.0,625060.0
SPB-31318,2021-06-01,2021-09-27,타이어 ,53.0,7910.410000000001
SPB-52524,2021-06-01,2021-06-19,타이어 ,3838.0,522082.35
SPB-41457,2021-06-01,2021-11-25,기타 ,971.0,71770.26
SPB-41457,2021-06-01,2021-11-25,기타 ,971.0,71770.26
SPB-31300,2021-06-01,2021-06-14,페달,1476.0,183652.52
SPB-38940,2021-06-01,2021-07-13,안장,2816.0,368857.73999999993
SPB-53211,2021-06-01,2021-06-08,안장,1068.0,81370.45000000001
SPB-36834,2021-06-01,2021-06-17,체인,1946.0,249859.47
SPB-36148,2021-06-01,2021-07-14,체인,3649.0,424640.22
SPB-55107,2021-06-01,2021-08-11,타이어 ,1590.0,208270.0
SPB-35426,2021-06-01,2021-07-17,체인,370.0,50668.93
SPB-52272,2021-06-01,2021-06-09,페달,1505.0,240897.15
SPB-40995,2021-06-01,2021-06-05,타이어 ,150.0,22126.21
SPB-50474,2021-06-01,2021-06-06,안장,493.0,71180.0
SPB-35183,2021-06-01,2021-06-09,체인,597.0,67921.73000000001
SPB-31998,2021-06-01,2021-06-04,체인,69.0,7956.710000000001
SPB-31998,2021-06-01,2021-06-04,체인,69.0,7956.710000000001
SPB-40835,2021-06-01,2021-06-14,안장,591.0,51147.5
SPB-53600,2021-06-01,2021-06-28,타이어 ,3658.0,521250.62
SPB-41582,2021-06-01,2021-06-16,안장,562.0,67713.65000000001
SPB-41582,2021-06-01,2021-06-16,안장,562.0,67713.65000000001
SPB-31213,2021-06-01,2021-06-02,체인,6.0,438.92
SPB-30898,2021-06-01,2021-09-23,기타 ,2899.0,393189.89
SPB-30898,2021-06-01,2021-09-23,기타 ,2899.0,393189.89
SPB-30175,2021-06-01,2021-06-16,기타 ,946.0,119467.08000000002
SPB-30175,2021-06-01,2021-06-16,기타 ,946.0,119467.08000000002
SPB-32002,2021-06-01,2021-07-01,페달,2383.0,289373.54000000004
SPB-42208,2021-06-01,2021-09-26,기타 ,3804.0,521572.2
SPB-46887,2021-06-01,2021-06-22,기타 ,1294.0,172780.0
SPB-46887,2021-06-01,2021-06-22,기타 ,1294.0,172780.0
SPB-52324,2021-06-01,2021-06-02,체인,90.0,11866.91
SPB-34911,2021-06-01,2021-07-07,안장,340.0,30757.17
SPB-34911,2021-06-01,2021-07-07,안장,340.0,30757.17
SPB-34008,2021-06-01,2021-06-07,안장,481.0,64551.240000000005
SPB-54583,2021-06-01,2021-10-01,타이어 ,15408.0,1794180.0
SPB-52704,2021-06-01,2021-10-13,체인,679.0,106060.0
SPB-34088,2021-06-01,2021-06-22,체인,846.0,105902.75999999998
SPB-33193,2021-06-01,2021-06-20,체인,2810.0,344465.78
SPB-40346,2021-06-01,2021-10-20,기타 ,6470.0,803788.22
SPB-40346,2021-06-01,2021-10-20,기타 ,6470.0,803788.22
SPB-42779,2021-06-01,2021-06-24,기타 ,1886.0,200696.30000000005
SPB-41772,2021-06-01,2021-06-02,체인,26.0,3880.19
SPB-51079,2021-06-01,2021-06-08,안장,918.0,78218.14
SPB-44164,2021-06-01,2021-06-02,기타 ,13.0,690.49
SPB-44164,2021-06-01,2021-06-02,기타 ,13.0,690.49
SPB-30372,2021-06-01,2021-07-21,타이어 ,1997.0,251819.88
SPB-30372,2021-06-01,2021-07-21,타이어 ,1997.0,251819.88
SPB-46763,2021-06-01,2021-06-20,타이어 ,1637.0,176330.0
SPB-38401,2021-06-01,2021-06-25,체인,1613.0,200972.61
SPB-38231,2021-06-01,2021-10-14,체인,810.0,86776.25
SPB-54673,2021-06-01,2021-08-22,기타 ,4011.0,472230.0
SPB-54673,2021-06-01,2021-08-22,기타 ,4011.0,472230.0
SPB-46646,2021-06-01,2021-07-08,타이어 ,508.0,47750.0
SPB-30244,2021-06-01,2021-08-12,기타 ,12437.0,1530920.7599999998
SPB-47118,2021-06-01,2021-06-04,체인,250.0,24520.0
SPB-47118,2021-06-01,2021-06-04,체인,250.0,24520.0
SPB-50272,2021-06-01,2021-08-28,기타 ,12128.0,1501015.5
SPB-50272,2021-06-01,2021-08-28,기타 ,12128.0,1501015.5
SPB-33805,2021-06-01,2021-06-04,체인,484.0,61321.75
SPB-44225,2021-06-01,2021-08-22,타이어 ,3721.0,455360.74
SPB-47133,2021-06-01,2021-07-12,체인,4001.0,305260.0
SPB-47133,2021-06-01,2021-07-12,체인,4001.0,305260.0
SPB-50875,2021-06-01,2021-08-17,기타 ,5614.0,763235.1799999999
SPB-44911,2021-06-01,2021-07-31,안장,4423.0,533968.85
SPB-55013,2021-06-01,2021-09-15,타이어 ,21427.0,2724340.0
SPB-37202,2021-06-01,2021-11-05,체인,1609.0,199136.01000000004
SPB-33257,2021-06-01,2021-12-07,기타 ,1192.0,153617.75999999998
SPB-41526,2021-06-01,2021-07-31,타이어 ,2957.0,375507.29
SPB-54197,2021-06-01,2021-07-07,기타 ,6767.0,771540.0
SPB-37552,2021-06-01,2021-06-05,페달,112.0,13814.899999999998
SPB-35837,2021-06-01,2021-09-11,기타 ,7302.0,799775.6900000001
SPB-44503,2021-06-01,2021-12-07,기타 ,7355.0,859125.59
SPB-42839,2021-06-01,2021-06-20,타이어 ,2578.0,282571.31000000006
SPB-42839,2021-06-01,2021-06-20,타이어 ,2578.0,282571.31000000006
SPB-52587,2021-06-01,2021-06-02,안장,5.0,516.91
SPB-33234,2021-06-01,2021-08-05,기타 ,2318.0,262542.94
SPB-52080,2021-06-01,2021-06-04,안장,442.0,56606.990000000005
SPB-31749,2021-06-01,2021-09-14,기타 ,4719.0,586888.1199999999
SPB-44340,2021-06-01,2021-10-23,페달,1170.0,139150.99
SPB-44340,2021-06-01,2021-10-23,페달,1170.0,139150.99
SPB-34111,2021-06-01,2021-06-02,기타 ,275.0,32216.45
SPB-34111,2021-06-01,2021-06-02,기타 ,275.0,32216.45
SPB-30741,2021-06-01,2021-07-02,체인,6306.0,835503.52
SPB-41078,2021-06-01,2021-08-30,기타 ,1376.0,149403.43
SPB-41078,2021-06-01,2021-08-30,기타 ,1376.0,149403.43
SPB-36365,2021-06-01,2021-08-02,페달,2242.0,288710.87
SPB-43612,2021-06-01,2021-06-04,체인,155.0,27641.89
SPB-44129,2021-06-01,2021-06-17,타이어 ,1701.0,216980.16
SPB-54882,2021-06-01,2021-08-05,타이어 ,6815.0,854890.0
SPB-54882,2021-06-01,2021-06-15,기타 ,1192.0,164350.0
SPB-45839,2021-06-01,2021-06-17,기타 ,1379.0,172010.0
SPB-40269,2021-06-01,2021-08-20,타이어 ,7078.0,907222.19
SPB-30913,2021-06-01,2021-06-19,체인,847.0,114655.68
SPB-30913,2021-06-01,2021-08-07,페달,5594.0,748417.6499999999
SPB-42696,2021-06-01,2021-07-19,타이어 ,1571.0,174605.78000000003
SPB-34331,2021-06-01,2021-06-19,안장,1688.0,211880.9
SPB-54641,2021-06-01,2021-09-03,기타 ,24183.0,2866730.0
SPB-38951,2021-06-01,2021-11-17,기타 ,14017.0,1594579.92
SPB-46352,2021-06-01,2021-06-04,안장,66.0,10290.0
SPB-46352,2021-06-01,2021-06-04,안장,66.0,10290.0
SPB-30898,2021-06-01,2021-06-07,안장,199.0,20477.630000000005
SPB-30898,2021-06-01,2021-06-07,안장,199.0,20477.630000000005
SPB-46315,2021-06-01,2021-07-01,체인,1054.0,141140.0
SPB-52789,2021-06-01,2021-11-04,기타 ,29637.0,1914771.52
SPB-46306,2021-06-01,2021-09-08,기타 ,22645.0,2813880.0
SPB-46306,2021-06-01,2021-09-08,기타 ,22645.0,2813880.0
SPB-37255,2021-06-01,2021-09-08,기타 ,2104.0,231543.6
SPB-47723,2021-06-01,2021-09-05,타이어 ,5579.0,595210.0
SPB-52146,2021-06-01,2021-06-02,안장,77.0,11584.73
SPB-32658,2021-06-01,2021-06-02,체인,288.0,49194.56
SPB-45526,2021-06-01,2021-06-12,페달,577.0,76230.0
SPB-41412,2021-06-01,2021-11-03,안장,1938.0,239704.11
SPB-41412,2021-06-01,2021-11-03,안장,1938.0,239704.11
SPB-32020,2021-06-01,2021-06-05,안장,558.0,60303.55000000001
SPB-51597,2021-06-02,2021-09-17,기타 ,12824.0,606349.5800000001
SPB-32658,2021-06-02,2021-06-12,체인,1460.0,130536.43
SPB-31944,2021-06-02,2021-06-20,기타 ,1575.0,178166.83999999997
SPB-41414,2021-06-02,2021-07-09,안장,2971.0,353723.01
SPB-43515,2021-06-02,2021-09-17,안장,1700.0,188256.75
SPB-36090,2021-06-02,2021-10-12,기타 ,7109.0,788436.1299999999
SPB-54731,2021-06-02,2021-09-14,타이어 ,20366.0,2299400.0
SPB-39555,2021-06-02,2021-06-19,안장,689.0,57265.630000000005
SPB-41070,2021-06-02,2021-10-12,타이어 ,4567.0,512766.06
SPB-41377,2021-06-02,2021-09-01,안장,5223.0,630088.71
SPB-44277,2021-06-02,2021-09-15,타이어 ,3480.0,479230.33
SPB-40424,2021-06-02,2021-10-07,안장,7542.0,984585.59
SPB-46023,2021-06-02,2021-07-29,페달,393.0,25890.0
SPB-46023,2021-06-02,2021-07-29,페달,393.0,25890.0
SPB-41772,2021-06-02,2021-06-08,체인,36.0,6373.25
SPB-31111,2021-06-02,2021-06-09,체인,906.0,124504.71
SPB-31111,2021-06-02,2021-06-09,체인,906.0,124504.71
SPB-31959,2021-06-02,2021-07-21,체인,7256.0,815265.61
SPB-48133,2021-06-02,2021-09-13,타이어 ,2094.0,233460.0
SPB-31600,2021-06-02,2021-08-06,안장,11264.0,1392545.95
SPB-31981,2021-06-02,2021-06-14,체인,1978.0,231066.18
SPB-47445,2021-06-02,2021-08-08,기타 ,3989.0,502800.0
SPB-42249,2021-06-02,2021-11-10,안장,174.0,17590.760000000002
SPB-38248,2021-06-02,2021-06-25,타이어 ,1193.0,126713.63999999998
SPB-36869,2021-06-02,2021-12-26,기타 ,1954.0,150690.97
SPB-55252,2021-06-02,2021-10-02,기타 ,19990.0,2404990.0
SPB-55252,2021-06-02,2021-10-02,기타 ,19990.0,2404990.0
SPB-33228,2021-06-02,2021-08-26,단말기,2773.0,345422.70000000007
SPB-38231,2021-06-02,2021-09-13,기타 ,645.0,70327.92000000001
SPB-34682,2021-06-02,2021-06-15,안장,1661.0,257234.22
SPB-33285,2021-06-02,2021-06-08,체인,1422.0,202218.44
SPB-39075,2021-06-02,2021-07-17,타이어 ,3961.0,475631.33
SPB-39473,2021-06-02,2021-09-11,안장,1160.0,117123.34
SPB-50641,2021-06-02,2021-07-03,기타 ,6262.0,806307.5
SPB-50641,2021-06-02,2021-07-03,기타 ,6262.0,806307.5
SPB-52042,2021-06-02,2021-12-16,기타 ,2049.0,287170.0
SPB-32864,2021-06-02,2021-07-27,기타 ,113.0,18653.3
SPB-40447,2021-06-02,2021-08-06,기타 ,4594.0,635367.2000000002
SPB-46978,2021-06-02,2021-06-09,기타 ,143.0,7310.0
SPB-50109,2021-06-02,2021-06-22,안장,4356.0,507488.8300000001
SPB-45072,2021-06-02,2021-06-04,안장,105.0,14710.0
SPB-53577,2021-06-02,2021-06-04,기타 ,271.0,30322.55
SPB-37974,2021-06-02,2021-08-19,안장,1017.0,165486.41
SPB-37974,2021-06-02,2021-08-19,안장,1017.0,165486.41
SPB-44164,2021-06-02,2021-09-19,기타 ,3701.0,446310.48999999993
SPB-44164,2021-06-02,2021-09-19,기타 ,3701.0,446310.48999999993
SPB-51201,2021-06-02,2021-06-04,기타 ,286.0,33636.17
SPB-38615,2021-06-02,2021-10-03,기타 ,4495.0,440146.13
SPB-32595,2021-06-02,2021-06-05,체인,302.0,31390.090000000004
SPB-40857,2021-06-02,2021-07-09,기타 ,1850.0,261974.36
SPB-38307,2021-06-02,2021-06-21,기타 ,417.0,39030.130000000005
SPB-38307,2021-06-02,2021-06-21,기타 ,417.0,39030.130000000005
SPB-32684,2021-06-02,2021-06-08,안장,94.0,12315.52
SPB-32684,2021-06-02,2021-06-08,안장,94.0,12315.52
SPB-30281,2021-06-02,2021-06-06,기타 ,729.0,92277.5
SPB-30281,2021-06-02,2021-06-06,기타 ,729.0,92277.5
SPB-34111,2021-06-02,2021-06-11,기타 ,1113.0,96965.27
SPB-34111,2021-06-02,2021-06-11,기타 ,1113.0,96965.27
SPB-31241,2021-06-02,2021-10-29,안장,17075.0,1928448.93
SPB-31241,2021-06-02,2021-10-29,안장,17075.0,1928448.93
SPB-36379,2021-06-02,2021-06-15,단말기,755.0,67741.59
SPB-46564,2021-06-02,2021-06-05,체인,200.0,6960.0
SPB-46564,2021-06-02,2021-06-04,페달,192.0,18600.0
SPB-36899,2021-06-02,2021-06-13,페달,635.0,69587.7
SPB-30718,2021-06-02,2021-07-06,단말기,55.0,4787.3
SPB-30718,2021-06-02,2021-07-06,단말기,55.0,4787.3
SPB-36905,2021-06-02,2021-06-12,기타 ,1394.0,135476.63
SPB-35755,2021-06-02,2021-09-09,체인,7299.0,926955.57
SPB-35755,2021-06-02,2021-09-09,체인,7299.0,926955.57
SPB-30697,2021-06-02,2021-08-10,단말기,412.0,74436.03000000001
SPB-53539,2021-06-02,2021-10-09,페달,21172.0,2380077.39
SPB-53539,2021-06-02,2021-10-09,페달,21172.0,2380077.39
SPB-41932,2021-06-02,2021-08-19,기타 ,5217.0,663902.7
SPB-43636,2021-06-02,2021-09-16,체인,1320.0,180523.08
SPB-43636,2021-06-02,2021-09-16,체인,1320.0,180523.08
SPB-50494,2021-06-02,2021-09-02,기타 ,12446.0,1389457.61
SPB-50494,2021-06-02,2021-09-02,기타 ,12446.0,1389457.61
SPB-41033,2021-06-02,2021-09-14,체인,5789.0,705761.38
SPB-34079,2021-06-02,2021-06-06,체인,936.0,67024.54
SPB-30107,2021-06-02,2021-09-30,체인,5569.0,782908.89
SPB-44131,2021-06-02,2021-10-22,타이어 ,11745.0,1435034.37
SPB-55495,2021-06-02,2021-11-11,페달,24554.0,2915000.0
SPB-55495,2021-06-02,2021-11-11,페달,24554.0,2915000.0
SPB-48288,2021-06-02,2021-10-02,타이어 ,7019.0,850770.0
SPB-34037,2021-06-02,2021-12-13,기타 ,7094.0,780215.6799999999
SPB-34037,2021-06-02,2021-12-13,기타 ,7094.0,780215.6799999999
SPB-54221,2021-06-02,2021-06-23,타이어 ,4582.0,568610.0
SPB-43278,2021-06-02,2021-06-13,기타 ,1148.0,134617.63
SPB-41718,2021-06-02,2021-09-10,체인,1762.0,208408.41000000003
SPB-41718,2021-06-02,2021-09-10,체인,1762.0,208408.41000000003
SPB-41718,2021-06-02,2021-08-18,페달,2269.0,277186.77
SPB-41718,2021-06-02,2021-08-18,페달,2269.0,277186.77
SPB-35927,2021-06-02,2021-06-18,타이어 ,1304.0,148803.27000000002
SPB-44540,2021-06-02,2021-07-02,기타 ,3238.0,435338.9
SPB-44540,2021-06-02,2021-07-02,기타 ,3238.0,435338.9
SPB-54482,2021-06-02,2021-09-21,단말기,17150.0,2030430.0
SPB-30728,2021-06-02,2021-06-09,안장,655.0,70245.41
SPB-33859,2021-06-02,2021-07-19,기타 ,8577.0,1134565.16
SPB-52324,2021-06-02,2021-06-09,체인,1457.0,203509.43
SPB-52324,2021-06-02,2021-06-09,페달,1457.0,203509.43
SPB-43219,2021-06-02,2021-06-26,안장,1845.0,230007.51
SPB-55751,2021-06-02,2021-08-05,타이어 ,16769.0,1877340.0
SPB-55609,2021-06-02,2021-09-08,타이어 ,20272.0,2317710.0
SPB-52194,2021-06-02,2021-07-19,타이어 ,9790.0,1157508.77
SPB-45999,2021-06-02,2021-06-07,체인,603.0,79770.0
SPB-45999,2021-06-02,2021-06-12,기타 ,321.0,36600.0
SPB-31706,2021-06-02,2021-06-11,체인,1936.0,235298.77
SPB-42383,2021-06-02,2021-06-29,안장,895.0,82649.2
SPB-42383,2021-06-02,2021-06-29,안장,895.0,82649.2
SPB-42383,2021-06-02,2021-07-25,기타 ,418.0,61160.91
SPB-42383,2021-06-02,2021-07-25,기타 ,418.0,61160.91
SPB-42531,2021-06-02,2021-07-02,체인,28.0,3881.4
SPB-33022,2021-06-02,2021-08-20,타이어 ,14363.0,1805690.62
SPB-32031,2021-06-02,2021-07-16,기타 ,1351.0,130104.57
SPB-33212,2021-06-02,2021-06-04,기타 ,255.0,28768.49
SPB-52146,2021-06-02,2021-06-07,안장,482.0,35993.92
SPB-37324,2021-06-02,2021-07-06,체인,2735.0,326301.93
SPB-43126,2021-06-02,2021-06-12,타이어 ,978.0,125115.24
SPB-53355,2021-06-02,2021-06-27,페달,3009.0,371062.54
SPB-54612,2021-06-02,2021-07-28,기타 ,227.0,42990.0
SPB-43342,2021-06-02,2021-06-28,기타 ,836.0,101646.02
SPB-35111,2021-06-02,2021-11-19,안장,5057.0,605127.1299999999
SPB-38102,2021-06-02,2021-06-09,안장,291.0,19524.32
SPB-38102,2021-06-02,2021-06-09,안장,291.0,19524.32
SPB-30520,2021-06-02,2021-06-18,체인,2169.0,261818.3
SPB-43036,2021-06-02,2021-07-02,체인,3124.0,398776.33
SPB-50019,2021-06-02,2021-07-25,기타 ,6794.0,826322.3399999999
SPB-50019,2021-06-02,2021-07-25,기타 ,6794.0,826322.3399999999
SPB-50643,2021-06-02,2021-08-24,기타 ,6743.0,686985.78
SPB-38719,2021-06-02,2021-07-15,기타 ,4491.0,528478.26
SPB-41814,2021-06-02,2021-08-02,타이어 ,4885.0,642661.79
SPB-41814,2021-06-02,2021-08-02,타이어 ,4885.0,642661.79
SPB-34233,2021-06-02,2021-12-11,타이어 ,8084.0,958432.82
SPB-34233,2021-06-02,2021-06-06,페달,328.0,24409.24
SPB-34775,2021-06-02,2021-10-29,타이어 ,1056.0,136216.11
SPB-54365,2021-06-02,2021-07-11,기타 ,744.0,111910.0
